Application Code,Application,DBAG_Application Level,Application Type,DBAG_Authenticity,DBAG_Availability,Comment,DBAG_Confidentiality,DBAG_Control of Source Code,DBAG_Current State,Generic Local name,DBAG_Integrity,OwningLegalEntity,DBAG_Long Description,DBG-Max Criticality,DBAG - Number of Message Flows,DBAG_DecomStatus
AID140,TIG,Application,Not set,Major,Critical,"TIG (Trade Import Gateway) is used by the EEC (European Energy Clearing House) to capture energy derivative trades from third parties for import into Eurex Clearing System, which does the processing on behalf of the EEC. 
 
 
 
 ",Critical,,onboarding,TIG,Major,," 
 ",Critical,2,not initiated
AID141,Trice,Application,Not set,Major,Major,  Trice is an application for regulatory reporting according to §9 WPHG and offered as a service to the members.,Major,,onboarding,Trice,Major,,Trice is an application for regulatory reporting according to  §9 WPHG.,Major,14,not initiated
AID142,Vaults,Application,Not set,Critical,Critical,Times New Roman;Century Gothic;Courier New;Arial;&quot;;;;;Normal;Default Paragraph Font;Vaults and New Issues for CSD,Critical,Internal,onboarding,Vaults,Critical,,"Vaults and New Issues Function:
 
CBF in the roles of a central custodian for securities and of a party of DBCo and of the common safekeeper for NGNs (“New global notes”) supports three basic types of “Vault” and “New Issues” activities:
 
·       Instruction-driven activities during the lifecycle of an issue including the issue of new securities/precious metals and the admission services. 
·       Activities due to Vault administration only
·       Event-driven activities coping with income or non-income events out of the custody processing.
And in addition
·       Audit related activities
·       Overall additional vaults services
·       Coupon Collection Service
 
The functionality for the different business units is supported by the IT-applications listed in column “Application Name”. Detailed functionality is as follows
 
 
1.    D/W
The Vaults Deposits/Withdrawals component comprises currently the main functionality:
Deposit and withdrawal
·       Instruction maintenance
·       Validation (incl. compliance check and Certificate numbers)
·       Settlement (via Interface to Settlement Engine)
·       Workflow for certificates examination
·       Providing registered shares related data of deposit instructions to CASCADE-RS
·       Assignment of certificate numbers
·       Calculation of insurance values
·       Logging of CBF-related lifecycle of deposit/withdrawal instructions. Providing online information of the workflow status to CBF business operations as well as to participants and archiving of historical data.
·       Providing monthly statistical data
·       Daily provision of instruction data to LDMS for extended selection requests
 
Deposit and withdrawal instructions are entered by the participants via LIMA or online using CASCADE Lifecycle or “CASCADE PC Front end” for administration of the instructions. For issuing agents participating in special service offers (s.’Functionality to minimise manual processes’) instructions are automatically created by CBF. Instructions are given via CASCADE Lifecycle to CASADE Settlement Engine to be settled by the RTS-method or in the STD settlement processes. Settlement Reporting, LIMA Queries are available as the customer front end for information regarding settled deposit/withdrawal instructions.
 
Deposits and withdrawals are integrated in Settlement Services as a special instruction type. The functionality for the management of the instructions during its lifecycle (e.g. amendment, cancellation, 4 eyes principle,) provided for deposits/withdrawals is aligned with the functionality for OTC-instructions.
 
In general within the term “deposits/withdrawals”, not only the deliveries of physical single and global certificates into and out of the vault are considered but also new issues and the provision and reduction of market volatility “mark up/down”on variable global up-to-certificates  (“Neuzulassung”, “Re-/Valutierung”, “Teilreduzierung”, “Reduktion Rahmennominale”). 
In addition the functionality to care for the special workflow of an instruction concerning physical certificates is provided (e.g. receipt of certificates at the counter, release the deposit instruction for settlement with 4-eyes-principle, confirming the receipt of certificates in the vault, assignment/amendment of certificate numbers to deposit and withdrawal instructions, pre-setting the denominations for batch assignment of certificate numbers to physical withdrawal instructions, confirming each of the packages of a split deposit, calculation of insurance value and transport costs).
 
Functionality to minimise manual processes:
·       Validating the nominal amount of a deposit/withdrawal instruction against the available physical certificates. Particularly Euro-redenominated securities with certificates in non-Euro currencies are considered.
·       Automatic intraday transfer of deposit instructions certificates to the number ledger
·       Automatic update of securities master data for new issue instructions
·       Automatic batch calculation of denominations for physical withdrawal instructions, which have no pre set.
·       Intraday assignment and reservation of certificate numbers and global certificates for physical withdrawal instructions (see CARAD).
·       Automatic creation of markup/down instructions due to OTC-instructions or holdings of issuing agents
·       Processing of new issues/increases of warrants/certificates and also bonds based on EDT-(Electr. Data Transfer) instructions aligned to the special workflow, including  automatic
- reconciliation/matching of deposit instructions
- release for booking
- creation of the associated deposit instructions initiated by file-transfer of Office Automation Application
- confirmation of receipt in the vault
·       
- feedback files with results of automatic reconciliation and booking to Office Automation Application. 
·       Instructions with Considering future settlement dates: automatic receipt and assignment of an entry-number as well as release to settlement for due instructions
 
2.    CARAD
Safekeeping
General functionality regarding certificate numbers, which are used by several online and batch processes:
·       Certificate validation routine (e.g. uniqueness, stop-order),
·       Certificates (number) processing (e.g. change of position in the vault, marking of defect papers, adding special information about peculiarities or adding special remarks/notes
·       Put and extract certificate numbers in and out of strings for comfortable input and clear reporting
 
Functionality for administration of block stocks and variable stocks (single shares and global certificates):
·       Online input/amendment and information (incl. search for a special certificate number in CARAD, D/W).
·       Online functionality to support processes like confirmation and join of blocks, change from frozen to non-frozen blocks, swap from variable to blocked stocks and vice versa
·       Online request for downloadable reports as list layouts and CSV-files (actual and/or historical data, optional in ascending order of numbers or in order of the safekeeping, also sequence of nominal amount changes for up-to-certificates).
·       Information screens and requestable reports and files for issuers/main paying agents and for Vaults Insourcing customers 
(s. Overall additional services)
·       For notification purposes block stocks reports can also be requested via online screen
·       Processing of stop orders delivered by WSS (setting marks in block stocks, variable stocks and D/W-instructions 
·       Automatic update due to corporate action processing
·       In addition to the “second” and “forth” ECHO-process: Automatic list of all certificate numbers which are concerned by a corporate action
·       Assignment and reservation of certificate numbers for withdrawal instructions 
·       Batch sort of certificate numbers for global certificates
·       Storage of historical data about each of the certificates (including archiving)
·       Building and storage of value dated holdings
·       Providing statistics, holdings and processing information (daily/monthly) to CASHII, DNB, RCC.
·       Batch-synchronisation with WSS-updates
·       4 eyes principle for block stocks
·       Automatic change from fixed global certificates to up-to-certificates on request
·       Automatic batch removal of RS certificate numbers on demand
 
 
3.    CARAD
Issuance Monitoring
·       Contains special security master data concerning registration and validation of physical securities. Online information and amendment of this data.
·       The online menu contains also transaction-codes that are not considered as parts of Vaults. The handling of fractional-/full interests (“Teilrechte/ Vollrechte”) is part of CASCADE Lifecycle application and the Entry possibility for Issuer Master and Control Data for registered shares is part of CASCADE RS application.
 
 
4.    ECHO
The current event handling functionality is separated in 4 sub-processes, which are defined as follows:
First sub-process “Preparation”:
Producing event-notification lists in advance and automatic block stocks report for the preparation of vault related event-processing.
 
Second sub-process “Inventory” (batch):
Producing Vaults inventory report.“Copy” the concerned CARAD-stocks as the basic stocks for handling the event. This process takes place one day before execution date.
 
Third sub-process “Reconciliation” (on-line or automatically in the batch): 
Reconciliation action compares the position at the NOSTRO accounts with the physical security amounts.
Online: Information about securities to be reconciled and status of reconciliation. Vault staff confirms the reconciliation. If necessary input/amendment of the “copied” stocks. The result is automatically documented by four Online-Printing reports (incl. special information for deductions).
Batch: Automatic reconciliation for non-effective securities (with/without deductions) and for effective securities (without deductions) where there is no difference of amounts to be detected. 
The online process takes place at the earliest at the execution date. The batch process occurs 1 day before execution date and is included in the second sub-process.
 
Forth sub-process “Delivery/Destroying of certificates”: 
This process involves creating additional reports for documentation purposes, for support of manual processes and for distribution to the lead managers/paying agents respecting their format requests and the securities and event related format requirements.
Delivery of coupons/physical securities to the lead manager or destroying them.
Calculation of coupons/physical securities for reconciliation, Providing information for invoicing of fees for delivery/destroying.
Providing statistic reports.
In addition to this it reconciles the collection amounts to the sum of calculated coupons or redeemed securities considering special tax procedures.
 
This process occurs after reconciliation (third process) has taken place.
 
In all processes redenominated securities with certificates in old currency are considered.
 
Additional ECHO-functionality:
A statistics report about handled coupons is produced daily. It contains monthly and yearly totals.
 
 
5.    Controls
Support of internal audit related processes and provision of information about CBF internal instructions workflow to customers: 
·       Automatic reconciliation in order to detect discrepancies between CARAD and nostro account holdings
·       Online information about pending deposit and withdrawal instructions. Tracking of the workflow supported by logging of status changes in historical data.
Inventory service:
Determining securities with holdings which are available for inventory process.
Online requests for inventory reports on securities ranges. Provision of inventory reports considering the different extent of information depending on the physical certificate formes.
Online confirmation of regular reconciliation processes and providing of reconciliation results.
Storage and archiving of historical data of reconciliation processes.
Monthly reconciliation statistics: Quarterly/yearly reports about inventory activities
 
ECHO and Controls are mainly CBF “internal” applications, main users are the employees of Division Vaults and Securities Admission. Customers do not have direct access to ECHO. Participants use Controls screens to retrieve workflow information regarding their deposit/withdrawal instructions. Via ECHO they receive the documents provided by the fourth process.
 
 
{Overall additional services}
The following additional vault services are overall provided by all or parts of the vault applications:
 
 
·       Admission service level ""segregated CSC deposit"" (""Vorratslagerverwaltung"").
Non-endorsed investment certificates (mainly physical single certificates) with a regular securities identification number are stored separately from CSC and are segregated per customer on subaccounts (bank of deposit for the relevant investment fund) on a contractual basis. 

Those certificates are not on the market yet and have to be physically separated in the vaults. 

The first deposit is done by a normal deposit instruction type, with the advice that the securities have to be credited under a segregated CSD deposit account. 

By receiving specific customer instructions, it is possible to change this form of deposit into CSC. For transfers in or out of the segregated CSC deposit, the vault D/W-function Withdrawal is used with the target account which has been explicitly advised by the customer. The target account can either be the regular CSC account/position type (transfer from SCSC to CSC) or the SCSC account/position type (transfer from CSC to SCSC). 

After the final confirmation of receipt of the relevant certificates in the Vault (segregated or CSD) the process is closed and the final confirmation to the settlement systems takes place. 
 
·       Insourcing “third party” service for banks vaults (individual safekeeping also of non- collective safe custody securities)
On an individual contractual basis customers handover the vaults amounts for safekeeping and administration to CBF. The certificates are deposited and stored separated from CSC vaults amounts for each bank and for each end customers reference-no. Only deposits and withdrawals, no other instructions, are allowed for these holdings. Booking takes place on separated Loro/Nostro accounts per customer.
Certificate related additional information, special remarks and notes, can be stored for the insourced securities.
Special features for certificates related to renewal of coupon sheets n terms of withdrawal assignments, deductions for event related reconciliation and CARAD-Update. Pre-Advice in case of withdrawal to brances. Transfer from one to another end customers holding within one parties vault automated via special form of withdrawal instructions. 
The regular reconciliation is processed customer related. After completion of reconciliation the customer related inventory reports and reconciliation results are released by Controls via online screen for being provided as downloadable files (also multiple orders possible).
 
·       Special Depository Service (“Lagerstellenverwahrung”)
On an individual contractual basis customers vaults amounts of collective and non-collective safe custody securities are safekept and administrated by CBF. The certificates are deposited and stored separated from CSC vaults amounts for each bank but not on end customers level.
Automatic upload of deposit instructions related to the migration of the positions
 
·       Inhouse Collective Custody Service (“Haussammelverwahrung”)
On an individual contractual basis customers vaults amounts are safekept and administrated by CBF. The certificates are deposited and stored separated from CSC vaults amounts on security level and not banks/end customers level.
 
·       Vaults Service for physical precious metals
Physical metal bars are represented like global certificates by the vaults applications. Additionally the metal bar characteristics (e.g. weights) are stored as special remarks/notes. Only deposits and withdrawals, no other instructions, are allowed for these holdings. Booking takes place on separated Loro/Nostro accounts. No direct input/amendment of holdings via online screens is possible (only deletion).
Daily inventory reports are provided for Controls.
 
·       Service for Tefra-D-securities: Automatic processes at the end of Tefra-D blocking period: change of certificates character and creation of instructions to transfer released nominal amounts from temporary to final certificates
Automatic daily reconciliation in order to detect discrepancies between CARAD and loro account holdings
 
·       Donation register service for main-paying agents:
Administration of donations (cash amounts related to coupon payments) on behalf of main paying agents in the meaning of registering the donation amounts (paid, amenable, allocated). Providing of related reporting as list layout and CSV-File-format (Statement of donation account balances,…) and different options for handling of certificate treatments and cash transfers. 
Donation register service is supported with 4-eyes-priciple and a lifecycle management.
 
6.    Coupon Collection Service
Functionality for presentation of coupons for collection for single receipt overdue coupons and coupons of insourced securities (s. Overall additional services):
·       Online input/amendment, confirmation/rejection and information for single receipt coupons 
·       Online input and information for delivered/destroyed coupons (incl. search for certificate numbers of coupons)
·       Online input and automatic batch retrieving of event data steering the coupon calculation process
·       Online functionality for administration of securities master- and event data (Insert, amendments, deletion)
·       “Copy” of the concerned stocks of insourced securities as the coupon stocks to be delivered for collection
·       Reports with certificate numbers of delivered/destroyed coupons 
·       Provision of advices/reports  for main paying agents, customers and delivery banks  list of all coupons which are delivered/destroyed due to presentation for collection
·       Considering tax related processing
·       Automated cash clearing for collected coupons  “payment versus delivery” via Cash-Lifecycle
·       Check of uniqueness of single receipt overdue coupons against coupons of insourced stocks
·       Consideration of stop orders delivered by WSS or within uploaded files in case of foreign securities (flagging of coupons) within data input and coupon delivery process
·       Storage of historical data about coupon stocks presented for collections (including archiving)
 
 
7.    Safekeeper-ProLog
The Safekeeper ProLog Application supports the business processes of CBF in its roles as the CSK (Common Safekeeper) and LVO (LuxCSD Vault Operator)
for Clearstream Luxemburg eg. LuxCSD. It provides all functionality of the workflows regarding the business process from start to end of life of a New Global Note eg. LuxCSD Notes. Several types of messages for the interface communication can be processed (SWIFT, email, fax, fileAct). The application fulfils all documentation requirements within its Logbook functionality.
 
Prolog for business processes of CSK:
 
As of end of June 2006, issuers of international debt securities can opt for a new form of global note, the NGN, to issue international debt securities in global bearer form. The characteristics of the NGN are the same as the existing CGN, except that:
•       the NGN only applies to debt securities in bearer form; 
•       the ICSD records are used to determine the outstanding amount of the issue rather than physical annotations on the global note itself;
•       issuers must sign an agreement with the ICSDs to request acceptance of their securities;
•       if transmitted electronically to the entity appointed as CSK, the NGN will need to be effectuated by the CSK upon authorisation from the issuer.
 
 
Each security will be serviced by a Common Service Provider (CSP) which will be in charge of providing asset services to the ICSDs and a Common Safekeeper (CSK) which will be in charge of safekeeping the NGN throughout its life, appointed by the ICSDs.
The CSK will be Clearstream Banking Luxemburg or Euroclear Bank for securities that issuers wish to make potentially eligible as collateral for Eurosystem monetary policy or intraday credit operations, or the same entity as the CSP, for all other securities issued in NGN form.
 
Prolog for business processes of LVO:
CBL has been asked to establish a CSD in Luxemburg in partnership with the BCL. The name of the new company is LuxCSD S.A..
The Business flows for LuxCSD Global and Dematerialised Notes will be very similar to the existing New Global Notes (NGN) flows in an ICSD world. However, the legal forms (NGN, NSS), and the agent roles (CSP, CSK) that relate to the international market will not be used. Indeed, Business has requested LuxCSD to use its own terminology to avoid risk that LuxCSD participants and operations will become confused when information is mistakenly provided with the ICSD terminology.
 
Safekeeper-Prolog-Interfaces to internal
Clearstream-Systems
q  None
 
Safekeeper-Prolog-Interfaces to external
Systems
q  CBL (ICSD)
q  Euroclear (ICSD)
q  National / International Banks (CSP)
q  Issuer Agent / Lead Manager
q  LuxCSD (CSD)
 
 
 ",Critical,2,not initiated
AID143,Vestima+,Application,Not set,Minor,Major,Management of Investment funds,Major,Internal,onboarding,Vestima+,Critical,,"Vestima+ is an automated order-routing service that offers a single point of access to order issuers for in-house domestic, third-party, cross-border and off-shore funds.
Vestima+ is called the multi-domestic solution because it recognises the differences between domestic markets and the different needs that arise in each of them.
Vestima+ offers each market precisely what is required to increase the level of efficiency in investment fund processing, including :
· Forwarding orders from order issuers and passing instructions to the relevant order handling agent (in real time or batches)
· Routing order confirmation back to order issuers after receiving confirmation from order handling agents
· Issuing settlement instructions on behalf of participants to the relevant custodian or CSD (in real time or in batches) upon request.
By building on the existing infrastructure in both domestic and cross-border markets, Vestima+ protects investments already made by the market participants. This minimises the need for any new investment, while maximising the levels of automation and the consequent reduction in costs. All a user needs, to route orders and instructions electronically and most efficiently to multiple order issuers, order handling agents and custodians, is a web browser.
Vestima+ provides an open model enabling order issuers to freely choose their preferred,
most efficient settlement route and custody providers regardless of the market in which
they are located.
The network of order issuers has been expanded to include insurance companies and
asset managers, enabling STP for all participants.
Vestima+ also offers reference data management, reporting facilities and support for funds transfer instructions:
· A database of reference data with detailed information about all types of funds
· State of the art reporting functionality enabling timely and accurate trailer fee computation
· Automated handling of customer transfer instructions
IFRD “Investment Funds Reference Data” is a sub-module of Vestima allowing the Clearstream Operations to maintain the reference data for the funds transfer instructions. It is a web browser application allowing to:
· Create and update reference data,
· Bulk update of reference data
· Support several user profiles: read-only, standard, manager
ï‚· 4-eyes on creation update and delation",Critical,119,not initiated
AID144,WMB,Application,Not set,Minor,Major,Fund related (CGSS) Message routing and transformation for SWIFT connectivity (MT / MX messages) and internal proprietary format,Major,Internal,onboarding,WMB,Major,,,Major,19,not initiated
AID145,WSS,Application,Not set,Critical,Critical,"WSS (Wertpapier Stammdaten System) is central reference data source for securities (master, event and price data) for Deutsche Börse. ",Minor,,onboarding,WSS,Critical,,"Key product characteristics:
·	Deutsche Börse’s reference data system WSS provides back offices with settlement related securities information
·	Provides customers with detailed master, event and price data through our online tool WSS Online or as a daily file service WSS Batch

WSS Online:
·	Complete reference data (master, event and price data) for securities listed in Germany and abroad
·	Reference data for all instruments in collective safe custody at Clearstream Banking Frankfurt as well as for all securities with XS and LU ISINs held in custody at Clearstream Banking Luxembourg (PROPRIS)
·	Daily updated data from the data vendors WM Datenservice, Exchange Data International and Thomson Reuters
·	Direct access to real-time data from Deutsche Börse as well as from German trading floors
·	Access via HOST (3270 monitor) or via WSS Online Plus, a web-based tool with extensive search functionality, customisable screens and an intuitive user friendly front end
WSS Batch:
·	All reference and price data on a daily basis
·	Reliable data delivery enables automated processing in customers back office systems",Critical,52,not initiated
AID146,XCREEN,Application,Not set,Major,Minor,"XCREEN delivers content applets to three different scoreboards (large displays):
- internal scoreboards (in Cube FFM, Frankfurt Börse Parketthandel, in Luxembourg and in Prague)
- Internet customers EBS, Berlin
 ",Minor,,onboarding,XCREEN,Major,,"Some more details:
- Data is pushed to the screens
- Per screen (applet) it can be configured, what should be displayed
- For some feeds like London, dedicated contracts are available
- Data is coming mainly from CEF and Reuters
- Reuters is also used as distribution mechanism",Major,1,not initiated
AID147,Xemac,Application,Not set,Major,Major,eXchange Electronic MAnagement of Collaterals,Major,Internal,onboarding,Xemac,Major,,"The XEMAC functionality supports an effective management of collaterals. 

It currently includes pledging or transfer of collaterals for the following key markets: 
-       Money market transactions and loan of Deutsche Bundesbank
-       Money market transactions and loan fo other NCBs via Deutsche Bundesbank (Correspondent Central Banking Model Collateral Central Bank CCBM Model 1
-       Eurex margining
-       GC Pooling transactions (Multiple Baskets, Multiple Currencies) between CCP and national (CBF), international (CBL)banks or  CBF as fiduciary for non-banks (GCP Select)
-       CMSI – Collateral Management for  Secured Instruments ; CBF acts as fiduciary for the issuer
-       Bank to Bank transactions
-       CBF Security lending (LMS)

Xemac provides its users with the following functions:
-       Concentration of security positions held in Cascade / Creation (NCSC or CSC) intended to use as collateral in a so-called collateral ""pool""
-       Entry of Credit & Debit instructions online for settlement location CBF &CBL, via MT542 for settlement location CBF, via CmaX for settlement location CBL
-       Entry of an Exposure Request for settlement location CBL in order to obtain collateral of a specified basket
-       Option for Automatic Provisioning via Exposure Request for settlement location CBL in case of an under-covered claim or insufficient collateral for SDS or RTS GCP trades
-       Option for Automatic Return of collateral for settlement location CBL four times daily
-       Creation and Adjustment of a claim in multiple currencies, that defines the amount of collaterals to be pledged
-       Automatic Allocation and Release due to changes of the claim amount or due to mark to market changes (price, pool factor, inflation-coefficient, exchange rate, accrued interests, haircut) in the securities value, In addition, concentration limits are considered within the GCP Equities Basket per ISIN and per Clearer ID. For Eurex Margining, an overall concentration limit per ISIN is considered. Furthermore, own issues are excluded in all GCP and Eurex Margining (classic) claims.
-       Allocation Optimisation considering the usability of a security with regards to the customer portfolio.
-       Re-Optimisation process after re-evaluation in the morning in order to consider changes to the collateral pool 
-       Daily eligibility check and evaluation of the allocated securities
-       Multiple Reuse of “GCP” collateral for national customers within GC Pooling and towards dedicated other claims
-       Reuse of “GCP” collateral for international customers within GC Pooling and towards CmaX for further reuse to BCL (Banque Centrale du Luxembourg)..
-       Exclusive Reuse of GCP baskets against Eurex Margining claims for national and international customers; which means that  Option for Automatic Claim Decrease in case of insufficient collateral for SDS or RTS GCP trades.
-       Support of CBF as fiduciary for non-banks participating as collateral provider in GC Pooling, i.e. definition of separate participant type for which received collateral out of GC Pooling is automatically allocated to Eurex Margining and on the other hand automatically released due to the GC Pooling term leg and additionally transfer of allocation reports to the Eurex CRE (common reporting engine) in order to provide the information to the non-bank customers.
-       Substitution on-screen
-       Automatic Substitution for a debit instruction
-       Automatic Substitution of reused collaterals within GC Pooling
-       Ad-hoc collateral pool evaluation based on an exposure
-       Query in order to check eligibility of a security with regards to the customer portfolio
-       CBF users only: Ad-hoc collateralisation + optimisation for an exposure, price check per ISIN in order to retrieve available price data received from external parties
-       Extensive reporting
-       MT569 Summary and Detail Report “Collateral and Exposure Statement” MT527/MT558 for Exposure Management (Adjustment and Notifications)
-       MT558 for Collateral Notifications
-       Suspension of cash flows due to income events for CBF and CBL collaterals pledged to Dt. Bbk or another NCB (accompanied with a cumpulsory claim decrease) and Termination of approval of the collateral taker (Dt. Bbk), Communication with Dt. Bbk via MT527 and MT558
 
Xemac has an automatic interface to Cascade and uses Real-Time-Settlement. In addition there exists a MQ Series link to CmaX via LIMA using MT527 and MT558 messages.
 
Xemac daily downloads several EADs (eligible asset databases) from the ECB homepage and from the Dt. Bbk extranet. Moreover, Xemac receives daily a CEPH (Central Eurpean Pricing Hub) file from Dt. Bbkand additionally downloads a back-up version from the Dt. Bbk extranet.
 
Eurex sends a daily file with eligibility criteria including prices,haircuts and concentration limits for their contract definitions. In addition, a daily file with Foreign Currency Haircuts is received to be considered in case the deposit currency of an ISIN differs from the claim currency. Moreover, Eurex provides daily an own issue file which specifies per Clearer- /Member-ID combination the issuer numbers that are to be excluded.
 
Eurex StatistiX sends a daily file with the eligibile ISINs for the GCP Baskets including haircut and concentration limit. In addition Eurex StatistiX sends a daily file with prices for ISINs included in the EAD list or in any GCP basket.
 
Xemac sends up to 26 times per day a Margin Requirement file to CCP based on all GC Pooling exposures.
 
 
XEMAC - Interfaces to External Systems
·       WSS (Security Master Data)
·       KUSTA  (Customer Master Data)
·       EAD (Eligible Asset Database) from ECB
·       EAD (Eligible Asset Database from Dt. Bbk
·       CEPH (Common European Pricing Hub from Dt. Bbk
·       ARIVA (prices for secured instruments)
·       Eurex/Eurex StatistiX (Eurex Eligibility List, GCP Baskets Eligibility List, FX Haircuts, Own Issue File, CCP Price file)
·      Eurex, Dt. Bbk (Transaction Interface)
·       CmaX (Transaction Interface)
 
XEMAC customers:
·       National / International Banks
·       EUREX
·       Federal Debt Agency
·       German Central Bank
·       CCP
·       CBF as fiduciary for non-banks
 ",Major,28,not initiated
AID148,Xentric,Application,Not set,Major,Major,"The Xentric software product family offers market participants a range of trading services to allow firms to connect their in-house systems to Deutsche Börse trading systems Xetra, Eurex and XONTRO.",Major,,onboarding,Xentric,Major,,"Xentric Trade Machine:
Xentric Trade Machine is a fully fledged algo development platform allowing users to develop their own algorithms for arbitrage trading, proprietary trading and position hedging. Xentric Trade Machine also provides order matching and allows quotation algorithms for Designated Sponsors.

Xentric Order:
Xentric Order acts as an order routing system between the member’s order management system (OMS) and the trading systems Xetra, and XONTRO. It provides a single connection to multiple markets.

Xentric Data:
Xentric Data offers exchange participants professional data feed management between Xetra and in-house systems.

Xentric Specialist:
Xentric Specialist offers limit-monitoring and continuous order book checking for brokers operating through the specialist trading model on Xetra Frankfurt 1 and 2.

Xentric Makler:
Xentric Makler supports the limit-monitoring of lead brokers in real-time and verifies the executability of order book entries in XONTRO.

Xentric Quote Source:
Xentric Quote Source (XQS) provides issuers and specialists a quoting application programming interface to the Börse Frankfurt Zertifikate AG platform (www.zertifikateboerse.de) for certificates and warrants. XQS also has an API interface to allow additional customized solutions. Information on the Xentric Quote Source application programming interface is available in the > member section.

Xentric Inside:
Xentric Inside is Deutsche Börse’s customer portal allowing users to access the Xentric software and related documentation.",Major,10,not initiated
AID149,XEOPS Tools,Application,Not set,Major,Minor,"Actually there are no tools owned or maintained by XE-Ops  any more. These tools are covered by the MS Tools Category or part of other applicaiton like Eurex or Xetra. For the time being there is only one tool left which is a Report Reader Tool that gives access to files stored on the GNW cluster. This will be replaced in the near future by the Statistix data warehouse. 
 ",Critical,,onboarding,XEOPS Tools,Major,,,Critical,0,not initiated
